Molly Kendal
Mr Daventry
Mr Murdoch
Mr Rafiel
Mr Sanderson
Mrs Arden
Mrs Linnett
Mrs Sanderson
Peter Wolfe
Señora de Caspearo
Sir George Trollope
Tim Kendal
Victoria Johnson
Young Mr Polegate
Dorothy Pratt
Edward Palgrove
Mrs Mackenzie Jones
Adele Fortescue
Albert Evans
Daisy (A Pocketful of Rye)
Detective Constable Waite
Don (A Pocket Full of Rye)
Donald MacKenzie
Dr Crosbie
Dr French
Dr Isaacs
Edwin Sandeman
Elaine Fortescue
Ellen Curtis
Elvira Fortescue
Fred (A Pocket Full of Rye)
Gerald Wright
Gladys Martin
Helen MacKenzie
Inspector Neele
Irene Grosvenor
Jennifer Fortescue
Kitty (A Pocket Full of Rye)
Lance Fortescue
Lord Frederick Anstice
Marion Bates
Mary Dove
Mary Peters
Miss Bell
Miss Chase
Miss Griffith
Miss Peabody
Miss Ramsbottom
Miss Somers
Miss Trefusis James
Mr Ansell
Mr Billingsley
Mr Crump
Mr Ellis
Mr Emmett
Mr MacKenzie
Mrs Crump
Mrs Emmett
Mrs Hardcastle
Mrs Latimer
Mrs Mitchinson
Mrs Sparrow
PC White
Pat Fortescue
Percival Fortescue
Professor Bernsdorff
Rex Fortescue
Sergeant Hay
Sergeant Rose
Vivian Dubois
Captain Haydock
Inspector Evans
Mary (Accident)
Mr Anthony
Mrs Merrowdene
Professor Merrowdene
Zara (Accident)
Arthur Somers
Bob Wheeler
George Crum
Inspector Foley
Mrs Crum
Mrs Gunner
Noreen Somers
Percy Gunner
Akhnaton
Amenhotep III
Ay
Bek
Horemheb
Meriptah (Akhnaton)
Nefertiti
Nezzemut
Para
Ptahmose
Tutankhaton
Tyi
Anthony Marston
Armitage
Arthur Richmond
Audry
Badger Berkeley
Beatrice Taylor
Busy Bee
Charles Morley
Colonel Brent
Cyril Hamilton
Edward Armstrong
Edward Seton
Elmer Robson
Elsie MacPherson
Emily Brent
Ethel Rogers
Fred Narracott
Gabrielle Turl
Harris (And Then There Were None)
Hugo Hamilton
Inspector Maine
Isaac Morris
James Landor
Jennifer Brady
Jennifer Hayes
Jim (And Then There Were None)
John Combes
John MacArthur
Johnnie Dyer
Jonas (And Then There Were None)
Lady Constance Culmington
Lawrence Wargrave
Leslie MacArthur
Llewellyn (And Then There Were None)
Lord L.
Louisa Clees
Lucy Combes
Matthews (And Then There Were None)
Maurice Hamilton
Mr Bergen
Mr Merryweather
Mrs Hamilton
Mrs Oliver (And Then There Were None)
Pam (And Then There Were None)
Patrick Narracott
Peter Brent
Philip Lombard
Richard Barclay
Spoof Leggard
The Purcell gang
Thomas Legge
Thomas Rogers
Tom Brent
U. N. Owen
Vera Claythorne
William Blore
Abel Isaacstein
Admiral Ponsonby
Alice (At Bertram's Hotel)
Amelia Walker
Amy McAllister
Archdeacon Abercrombie
Archdeacon Simmons
Archdeacon Tomlinson
Audrey Holding
Aunt Helen (At Bertram's Hotel)
Bess Sedgwick
Bridget (At Bertram's Hotel)
Canon Pennyfather (At Bertram's Hotel)
Carlos (At Bertram's Hotel)
Cicely Longhurst
Clara Marple
Colonel Mortimer
Comstock
Comtesse de Beauville
Contessa Martinelli
Derek Luscombe
Dolly Leadbetter
Dr Stokes (At Bertram's Hotel)
Dr Weissgarten
Dr Whittaker
Duke of Barnstable
Edmunds (At Bertram's Hotel)
Elmer Cabot
Elvira Blake
Emma Wheeling
Ethel Merridew
Fanny Godfrey
Fred Davy
General Arlington
General Radley
Great-uncle Thomas (At Bertram's Hotel)
Guests of Bertram's Hotel
Guido
Harry Russell
Henry (At Bertram's Hotel)
Herman Koch
Hubert Curtain
Inspector Campbell
Inspector Larry Bird
Inspector McNeill
Jack Britten
Jane Cooper
Joel Britten
Johnnie Sedgwick
Ladislaus Malinowski
Lady Berry
Lady Jocelyn
Lord Coniston
Lord Frederick
Lord Pomfret
Louis Armstrong
Micky Gorman
Mildred Melford
Miss Cordell
Miss Evershot
Miss Gorringe
Miss Ledbury
Miss Tibbs
Monica Sotheby
Mr Bollard
Mr Hennessy King
Mr Holding
Mr Humfries
Mr Mutti
Mr Robinson
Mr Ryesville
Mr Woolmer Pickington
Mrs Cabot
Mrs Carpenter
Mrs Dalrymple
Mrs Hennessy King
Mrs Holding
Mrs Jameson (At Bertram's Hotel)
Mrs McCrae
Mrs Posselthwaite
Mrs Rice (At Bertram's Hotel)
Mrs Ryesville
Mrs Saunders (At Bertram's Hotel)
Mrs Van Dylan
Mrs Woolmer Pickington
Nancy Melford
Parfitt (At Bertram's Hotel)
People in Miss Marple's reminiscences (At Bertram's Hotel)
Raymond West
Richard Egerton
Ridgway Becker
Robert Hoffman
Ronald Graves
Rose Sheldon
Selina Hazy
Sergeant Wadell
Sir John Woodstock
Sir Richard Blake
Sonia (At Bertram's Hotel)
Superintendent Andrews
Susan (At Bertram's Hotel)
Swanhilda
Sybil Kerr
The Bishop of Medmenham
The Bishop of Norwich
The Bishop of Westchester
The Canon of Ely
The Dean of Chislehampton
The Marchioness of Barlow
Tilly Rice
Wilhelm Hoffman
William Ludgrove
Barbara Amory
Caroline Amory
Claud Amory
Constable Johnson (Black Coffee)
Dr Carelli
Edna (Black Coffee)
Edward Raynor
Helen Amory
Jackson (Black Coffee)
Kenneth Graham
Lucia Amory
Richard Amory
Selma Goetz
Tredwell (Black Coffee)
Ada Fanshawe
Alice Perry
Alice Warrender
Amos Perry
Amy Morgan
Anderson (By the Pricking of My Thumbs)
Andrew Beresford
Anthea (By the Pricking of My Thumbs)
Arthur Thomas
Aunt Caroline
Betty Johnson
Blodgick
Captain Warrender
Chris Murphy
Christopher Beresford
Colonel John Warrender
Dr Joshua Waters
Dr Mortimer
Dr Murray
Dr Williams
Elizabeth Moody
Emma Boscowan
Eric Johnson
Ethan Maxwell
Farmer Hart
George Warrender
Great-aunt Primrose
Hannah Beresford
Happy Hamish
Helen Warrender
Ivor Smith
James Eccles
Jane (By the Pricking of My Thumbs)
Jane Elwood
Job Perry
Judith Beresford
Lily Waters
Louise Badcock
Major Warrender
Marlene (By the Pricking of My Thumbs)
Mary Treves
Mary Warrender
Mervyn (By the Pricking of My Thumbs)
Miss Charrington
Miss Donovan
Miss Margrave
Miss Packard
Mr Copleigh
Mr Rockbury
Mr Slicker
Mr Sprig
Mr Timothy
Mrs Badcock
Mrs Carraway
Mrs Carstairs
Mrs Charrington
Mrs Copleigh
Mrs Dickens
Mrs Johnson
Mrs Lancaster (By the Pricking of My Thumbs)
Mrs Lockett
Mrs Partington
Mrs Peake
Nellie Bligh
Nora Johnson
Nurse Jane
Nurse O'Keefe
Philip Starke
Robert (By the Pricking of My Thumbs)
Rose Waters
Sarah Elizabeth Warrender
Septimus Bligh
Sir Josiah Penn
Uncle William
William Boscowan
William Marl
Anne Meredith
Charles Craddock
Colonel Hughes
Colonel Johnnie Race
Constable Turner
Dr Davidson
Dr Emery
Dr Lang
Elsie Batt
Emily Deering
Geoffrey Roberts
Gerald Hemmingway
Inspector Harper
John Despard
Major John Meredith
Millie (Cards on the Table)
Miss Burgess
Mr Bury
Mr Lorrimer
Mr Luxmore
Mr Myherne
Mr Pickersgill
Mr Shaitana
Mrs Astwell
Mrs Benson
Mrs Craddock
Mrs Eldon
Mrs Graves
Mrs Lorrimer
Mrs Luxmore
Rhoda Despard
Serge Mureau
Sergeant O'Connor
Sir Charles Imphery
Superintendent Battle
Superintendent Jim Wheeler
Achmed (Cat Among the Pigeons)
Achmed Abdullah
Adam Goodman
Ali Yusuf (Cat Among the Pigeons)
Alice Calder
Alison Hargraves
Alistair Hargreaves
Allen Calder
Andrew Ball
Andrew Peters (Cat Among the Pigeons)
Angèle Blanche
Ann Shapland
Aunt Isabel
Aunt Rosamond
Barbar
Baron von Eisenger
Bob Rawlinson
Briggs (Cat Among the Pigeons)
Chief Constable Stone
Chief Inspector Warrender
Dennis Rathbone
Derek O'Connor
Doris Hogg
Duchess of Welsham
Edith (Cat Among the Pigeons)
Edith (Cousin of Lady Veronica)
Edith (Sister of Miss Johnson)
Eileen Rich
Eleanor Vansittart
Elspeth Johnson
Ephraim Pikeaway
Geneviève Depuy
Gina Campbell
Giselle d'Aubray
Giuseppe (Cat Among the Pigeons)
Gloria (Cat Among the Pigeons)
Grace Springer
Hedwig von Eisenger
Hellstern von Eisenger
Henrietta Hope
Henry Banks
Henry Sutcliffe
Honoria Bulstrode
Hsui Tai
Ibrahim (Cat Among the Pigeons)
Ingrid (Cat Among the Pigeons)
Inspector Kelsey (Cat Among the Pigeons)
Jane Valence
Jennifer Sutcliffe
Jenson
Joan Sutcliffe
John Edmundson
Julia Upjohn
Kate (Cat Among the Pigeons)
Lady Garnett
Lady Valence
Lady Violet
Lois (Cat Among the Pigeons)
Lydia (Cat Among the Pigeons)
Madame Kolinsky
Mademoiselle Blanche
Major Carlton-Sandways
Margaret Gore-West
Mary King
Mary Vyse
Meroe Anderson
Mervyn Todhunter
Miss Bardwell
Miss Blake
Miss Chadwick
Miss Jones (Cat Among the Pigeons)
Miss Laurie
Miss Rowan
Monica Lord
Mr Atkinson (Cat Among the Pigeons)
Mr Forbes
Mr Hurst
Mrs Arnold
Mrs Bird
Mrs Ellis
Mrs Forbes
Mrs Gerald Hope
Mrs Gibbons
Mrs Hurst
Mrs Upjohn
Oliver (Cat Among the Pigeons)
Pamela (Cat Among the Pigeons)
Patricia Forbes
Paula (Cat Among the Pigeons)
Percy Bond
Professor Anderson
René Dupont
Richard (Cat Among the Pigeons)
Sergeant Green
Shaista
Vera Lorrimer
Veronica Carlton-Sandways
Aristide Leonides
Arthur Hayward
Brenda Leonides
Brent
Charles Hayward
Chief Inspector Taverner
Clemency Leonides
Detective Sergeant Lamb
Dr Gray
Edith de Haviland
Electra (Crooked House)
Eustace Leonides
Evans (Crooked House)
Gladys (Crooked House)
Glover (Crooked House)
Janet Rowe
Janet Wolmer
Johnson (Crooked House)
Josephine Leonides
Joyce (Crooked House)
Laurence Brown
Magda West
Marcia Leonides
Michael Chavasse
Miss Ackroyd (Crooked House)
Moyra Kinoul
Mr Agrodopolous
Mr Gaitskill
Philip Leonides
Roger Leonides
Sophia Leonides
Vavasour Jones
William (Crooked House)
Barbara Franklin
Ben Craig
Curtiss
Daisy Luttrell
Derek Bradley
Edward Riggs
Elizabeth Cole
Freda Clay
Grace Hastings
John Franklin
Judith Hastings
Leonard Etherington
Major Allerton
Margaret Litchfield
Matthew Litchfield
Miss Sharples
Mrs Allerton (Curtain)
Mrs Bradley
Mrs Etherington
Mrs Riggs
Nurse Craven
Stephen Norton
Toby Luttrell
William Boyd Carrington
Alec Legge
Alfred Tucker
Alice Jones
Amanda Brewis
Amy Folliat
Bickford
Bob Hoskins
Captain Warburton
Connie Masterton
Constable Lorimer
Dorothy (Dead Man's Folly)
Dr Cook
Edward (Dead Man's Folly)
Elsa (Dead Man's Folly)
Etienne de Sousa
Frank Cottrell
Gary Tucker
George Stubbs
Hattie Stubbs
Henden
Henry Folliat
Hodgson
Inspector Bland
James Folliat
Jim Warburton
Lucy Knapper
Major Folliat
Major Merrall
Marilyn Tucker
Marlene Tucker
Marylin Gale
Michael Weyman
Miss Bird
Mitchell (Dead Man's Folly)
Mr Benson (Dead Man's Folly)
Mr Fletcher
Mr Knapper
Mr Merdell
Mrs Knapper
Mrs Tucker
Mrs Warburton
Muriel (Dead Man's Folly)
Old Merdell
Old Squire Folliat
Otterweight
Pamela (Dead Man's Folly)
Paterson
Reggie (Dead Man's Folly)
Roger (Dead Man's Folly)
Rogers (Dead Man's Folly)
Sally Legge
Sergeant Farrell
Sir Gervase Folliat
Superintendent Baldwin
The Lawders
Violet (Dead Man's Folly)
Wilfred Masterton
Ankh
Ankh (Daughter of Sobek)
Ankh (Sister of Imhotep)
Ashayet
Esa
Henet
Hori
Imhotep
"Ipi, Chief Butler to the Vizier"
"Ipi, the embalmer"
Ipy
Kait
Kameni
Khay
King Nebhepet-Re
Meriptah (Death Comes as the End)
Mersu
Montu
Nakht
Nofret
Renisenb
Satipy
Sobek
Teti
Unnamed herd boy
Yahmose
Yaii
Albert Davis
Anne Morisot
Armand Dupont
Betsy (Death in the Clouds)
Chattisley
"Cicely, Countess of Horbury"
Colonel Blunt (Death in the Clouds)
Constable Rogers
Daniel Clancy
Detective-sergeant Wilson
Dr James Whistler
Elise Grandier
Ffoulkes
George Ebermann
George Leman
Georges (Death in the Clouds)
Gladys (Death in the Clouds)
Henry Mitchell
James Ryder
Jane Grey
Jean Dupont
John Gale
Jules Perrot
Lady Higginson
Lord Cottesmore
Lord Horbury
Madame Giselle
Maître Alexandre Thibault
Miss Ross
Monsieur Antoine
Monsieur Fournier
Monsieur Georges
Monsieur Gilles
Monsieur Henri (Death in the Clouds)
Mr Henry Winterspoon
Mrs Lorrie
Mère Angélique
Norman Gale
Old Johnson
Raymond Barraclough
Roger Bryant
Ruth Mitchell
Venetia Kerr
Zeropoulos
Allerton Mcnaught
Andrew Pennington
Anna Ridgeway
Barnstable
Bowers
Captain Mahmoud
Carl Bessner
Charles Windlesham
Cornelia Robson
Elinor Glyn
Fleetwood
Gaston Blondin
George Wode
Guido Richetti
Jacqueline de Bellefort
James Fanthorp
Joanna Southwood
Jules (Death on the Nile)
Leopold Hartz
Linnet Doyle
Louise Bourget
Marc Yves
Marie (Death on the Nile)
Marie Van Schuyler
Maxine Cardiff
Melhuish Ridgeway
Monsieur Bouc
Mr Burnaby
Mr Choudhury
Mr Ferguson
Mr Pierce
Mrs Allerton (Death on the Nile)
Mrs Leech
Mrs Robson
Ned Robson
Officer Besner
Rosalie Otterbourne
Salome Otterbourne
Simon Doyle
Sterndale Rockford
Tim Allerton
Toby Bryce
William Carmichael
Windlesham
Abdul Mohammed
Alcadi
Andrew Peters (Destination Unknown)
Bianca Murchison
Boris Glydr
Brenda Craven
Colonel Wharton
Dr Grey
Dr Mark Lucas
Dr Nielson
Dr Rubec
Dr Schwartz
Elsa Betterton
Helga Needheim
Henri Laurier
Hertz (Destination Unknown)
Hilary Craven
Janet Hetherington
Jeanne Maricot
Louis Barron
Mademoiselle La Roche
Miss Jennson
Mohammed (Destination Unknown)
Mr Aristides
Mr Jessop
Mr Leblanc
Mrs Calvin Baker
Mrs Carol Speeder
Nigel Craven
Olive Betterton
Paul Van Heidem
Professor Mannheim
Simon Murchison
The Evans
Thomas Betterton
Torquil Ericsson
Walter Griffiths
Agnes Arundell
Albert (Dumb Witness)
Angus (Dumb Witness)
Annie (Dumb Witness)
Arabella Arundell
Bella Tanios
Bob (Dumb Witness)
Caroline Peabody
Charles Arundell
Dr Grainger
Dr Harding
Edward Tanios
Ellen (Dumb Witness)
Emily Arundell
Great-aunt Mary
Isabel Tripp
Jacob Tanios
John (Dumb Witness)
John Arundell
Julia Tripp
Mary Fox
Mary Tanios
Matilda Arundell
Miss Jenkins
Mr Gabler
Mr Jones (Dumb Witness)
Mr Lonsdale
Mr Varley
Mrs Finch (Dumb Witness)
Mrs Lamphrey
Mrs Samuels
Mrs Varley
Nurse Carruthers
Professor Biggs
Rex Donaldson
Rogers (Dumb Witness)
Sergeant Keeley
Spot (Dumb Witness)
Theresa Arundell
Thomas Arundell
Wilhelmina Lawson
William Purvis
Albert Spence
Albertina
Alistair Ravenscroft
Anna Braceby
Aunt Emma
Captain Jarrow
Captain Wilson
Cecil Aldbury
Celia Ravenscroft
Chief Superintendent Garroway
Desmond Burton-Cox
Dorothea Jarrow
Dr Willoughby Junior
Dr Willoughby Senior
Edward Ravenscroft
Edwin Aubyn
Emma (Elephants Can Remember)
Fred Wizell
Gracie (Elephants Can Remember)
Great-aunt Alice
Hilda (Elephants Can Remember)
Hugo Fothergill
Julia Carstairs
Kathleen Fenn
Louise (Elephants Can Remember)
Madame Benoît
Mademoiselle Girand
Mademoiselle Rouselle
Major Burton-Cox
Margaret Ravenscroft
Maria (Elephants Can Remember)
Mariana Josephine Pontarlier
Marlene Buckle
Martha Leghorn
Maurine Grant
Miss Livingstone
Miss Sedgwick
Moira (Elephants Can Remember)
Monsieur Adolphe
Moya
Mr Barnaby
Mr Buckle
Mr Edmunds (Elephants Can Remember)
Mr Goby
Mrs Barnaby
Mrs Buckle
Mrs Burton-Cox
Mrs Matcham
Mrs Rosentelle
Mrs Smith Potter
Mrs Whittaker
Mrs Willoughby
Roddy Foster
Sir Wesley Kent
The Archers
The Barnabys
The Barnets
The Fallowfields
The Llewellyns
Zelie Rouxelle
Zélie Meauhourat
Andrew Lipincott
Aunt Beth
Claudia Hardcastle
Cora Van Stuyvesant
Dimitri Constantine
Dr Philpott
Dr Shaw
Ellie Rogers
Esther Lee
Frank Barton
Geordie
Gervase Phillpot
Greta Andersen
Herman Guteman
Marjorie Phillpot
Michael Rogers
Minnie Thompson
Mr Crawford
Mrs Philpott
Mrs Rogers (Endless Night)
Nora Bennington
Pete (Endless Night)
Robbie Hayman
Rudolf Santonix
Sergeant Keene
Stanford Lloyd
Uncle Joshua
William R. Pardoe
Albert (Evil Under the Sun)
Alice Corrigan
Andrew Baston
Arlena Marshall
Arthur Angmering
Carrie Gardener
Chief Inspector Charles Weston
Chief Inspector Ridgeway
Christine Deverill
Christine Redfern
Colonel Weston (Peril at End House)
Constable Flint
Constable Hawkes
Daphne Castle
Dr Neasden
Edward Corrigan
Edward Masterman (Evil Under the Sun)
Elsie (Evil Under the Sun)
Emily Brewster
Evan Cowan
Flewitt
Frederick Masterman
George (Evil Under the Sun)
Gino (Evil Under the Sun)
Gladys Narracott
Heald
Henry (Evil Under the Sun)
Horace Blatt
Inspector Colgate
Irene (Evil Under the Sun)
Jennifer Masterman
Kenneth Marshall
Lady Codrington
Linda Marshall
Lord Codrington
Major Barry
Major Cowan
Mr Applegood
Mr Kelso
Mr Martingdale
Mr Masterman
Mrs Castle
Mrs Cowan
Mrs Masterman
Nellie Parsons
Newton
Odell Gardener
Pamela Cowan
Patrick Redfern
Rex Brewster
Robert Cowan
Robert Erskine
Roger Angmering
Rosamund Darnley
Roy Masterman
Ruth Marshall
Sergeant Phillips
Stephen Lane
The Rylands
Wallace
William (Evil Under the Sun)
Dr Nolan
Gina Jones
Henry Panhacker
Mr Bogusian
Mr Moss
Mr Truscott
Sally Lee
Sam Fletcher
Solomon Panhacker
Admiral Cronshaw
Alfred Edmunds
Amyas Crale
Angela Warren
Arnold Stevenson
Avis
Caleb Jonathan
Carla Lemarchant
Caroline Crale
Cecilia Williams
Colonel Frere
Diana Crale
Dr Andrew Faussett
Elsa Greer
Enoch Crale
George Mayhew
Hollinghurst
Humphrey Rudolph
Inspector Conway
John Rattery
Lady Tressillian (Five Little Pigs)
Lord Dittisham
Louise (Five Little Pigs)
Meredith Blake
Montague Depleach
Mr Mayhew (Five Little Pigs)
Mrs Richard Crale
Mrs Spriggs
Phillip Blake
Quentin Fogg
Richard Crale
Simon (Five Little Pigs)
Superintendent Hale
Amyas Crale (Go Back for Murder)
Andrew Fogg
Angela Warren (Go Back for Murder)
Asprey
Bess Le Marchant
Carla Le Marchant (Go Back for Murder)
Caroline Crale (Go Back for Murder)
Jeff Rogers
Justin Fogg
Lady Melksham
Lady Thorpe
Meredith Blake (Go Back for Murder)
Miss Williams (Go Back for Murder)
Montagu Depleach (Go Back for Murder)
Philip Blake (Go Back for Murder)
Robert Le Marchant
Turnball
Alfred Richmond
Ann Reynolds
Beatrice Ardley
Cathie Grant
Charlotte Benfield
Colonel Weston (Hallowe'en Party)
Desmond Holland
Diana Brent
Dr Ferguson
Dr Worral
Eddie Presweight
Eddy (Hallowe'en Party)
Edmund Drake
Elizabeth Whittaker
Elspeth McKay
Frances Drake
Harriet Leaman
Harry Griffin
Hugo Drake
James Jenkins
Janet White
Jeremy Fullerton
Joyce Reynolds
Judith Butler
Leopold Reynolds
Lesley Ferrier
Louise Llewellyn-Smythe
Mary Doherty
Michael Garfield
Miranda Butler
Miss Emlyn
Miss Johnson (Hallowe'en Party)
Miss Lee (Hallowe'en Party)
Miss Miles
Mr Atkinson (Hallowe'en Party)
Mr Cole
Mr Holden
Mr Reynolds
Mr Waterhouse
Mrs Brand
Mrs Cartwright
Mrs Garlton
Mrs Goodbody
Mrs Grant
Mrs Hargreaves (Hallowe'en Party)
Mrs Minden
Mrs Perring
Mrs Reynolds
Mrs Weston
Nan (Hallowe'en Party)
Nicholas Ransom
Nora Ambrose
Olga Seminoff
Peter Gordon
Reverend Charles Cotterell
Robert (Hallowe'en Party)
Rowena Drake
Sandra Griffin
Sergeant Goodwin
Simon Lampton
Solomon Levy
Susan (Hallowe'en Party)
Thomas Hudd
Timothy Raglan
Ahmed Ali
Akibombo
Celia Austin
Chandra Lal
Christina Nicoletis
Colin McNabb
Detective-Constable McCrae
Elizabeth Johnston
Geneviève Maricaud
Geronimo (Hickory Dickory Dock)
Giorgios Nicoletis
Gopal Ram
Inspector Sharpe
Jean Tomlinson
John Casterman
Len Bateson
Maria (Hickory Dickory Dock)
Mildred Carey
Miss Baltrout
Miss Reinjeer
Mr Endicott
Mr Hicks
Mrs Biggs
Mrs Chapman
Mrs Hubbard
Mrs Lucas (Hickory Dickory Dock)
Nigel Chapman
Patricia Lane
Police Constable Nye
René Halle
Sally Finch
Sergeant Bell
Sergeant Cobb
Sir Arthur Stanley
Superintendent Wilding
Valerie Hobhouse
Dr Richard Fayll
Ewan Corjeag
Fenella Mylecharane
Juan Faraker
Myles Mylecharane
Old Mylecharane
Antoinette Marceau
Antonio Foscarelli
Arabella Richardson
Aynesworth
Aziz Wadi
Caroline Hubbard
Cassetti
Category:Characters created for Agatha Christie: Murder on the Orient Express (2006 video game)
Colonel Arbuthnot
Colonel Armstrong
Cyrus Hardman
Daisy Armstrong
Dr Constantine
Edward Masterman
Freja Nielsen
Greta Ohlsson
Hector MacQueen
Helena Andrenyi
Hildegarde Schmidt
Hotaru Mori
Jean Faucher
Joanna Locke
Lieutenant Dubosc
Linda Arden
Mary Debenham
Mr Harris
Natalia Dragomiroff
Noah Nielsen
Pierre Michel (Murder on the Orient Express)
Rudolph Andrenyi
Samuel Edward Ratchett
Selby Armstrong
Sir Henry Tomlinson
Sonia Armstrong
Susanne Michel
Tommy Armstrong
W. K. Van der Halt
Zia (Murder On The Orient Express)
Adams (Sparkling Cyanide)
Alexander Ogilvie
Anderson (Sparkling Cyanide)
Anthony Browne
Betty Archdale
Caleb Drake
Canon Westbury
Charles (Sparkling Cyanide)
Chief Inspector Kemp
Chloe West
Christine Shannon
Colonel Pusey
Cranford
Dr Gaskell
Dr Wylie (Sparkling Cyanide)
Evans (Sparkling Cyanide)
George Barton
Gerald Tollington
Giuseppe Bolsano
Gloria King
Hawkins
Hector Marle
Iris Marle
Jean Raymond
Lady Kidderminster
Lenny and Flo
Lord Dewsbury
Lord Kidderminster
Lord Woodworth
Lucilla Drake
Maisie Atwell
Mary Rees-Talbot
Mr Goldstein
Mrs Marsham
Mrs Pound
Patricia Brice-Woodworth
Paul Bennett
Pedro Morales
Pierre (Sparkling Cyanide)
Richard Rees-Talbot
Robert (Sparkling Cyanide)
Roberts (Sparkling Cyanide)
Rosemary Barton
Ruth Lessing
Sandra Farraday
Sergeant Pollock (Sparkling Cyanide)
Stephen Farraday
The Astleys
The Lovats
The Marle family
Tony Morelli
Victor Drake
Viola Marle
Walters (Sparkling Cyanide)
A.B.C.
Albert Riddell
Alexander Bonaparte Cust
Alice Ascher
Bert Smith
Betty Barnard
Capper
Carmichael Clarke
Charlotte Clarke
Colonel Anderson
Colonel Jerome
Constable Briggs
Constable Dover
Cracknell
Curdie
Deveril
Dick Willows
Donald Fraser
Dr Kerr
Dr Logan
Dr Thompson
Duncan Doncaster
Edie Fowler
Franklin Clarke
Franz Ascher
Geoffrey Parnell
George (The A.B.C. Murders)
George Earlsfield
Harry (The A.B.C. Murders)
Inspector Crome
Inspector Glen
Inspector Kelsey (The A.B.C. Murders)
Inspector Rice (The A.B.C. Murders)
Inspector Wells
James Partridge
Jameson (The A.B.C. Murders)
Katherine Royal
Lily Marbury
Lucas (The A.B.C. Murders)
Mabel Homer
Mary Drower
Mary Stroud
Maynard
Megan Barnard
Milly Higley
Miss Merrion
Miss Rose
Mr Ball
Mr Barnard
Mr Hill (The A.B.C. Murders)
Mr Leadbetter
Mrs Barnard (The A.B.C. Murders)
Mrs Drower
Mrs Fortune
Mrs Fowler
Mrs Marbury
Mrs Turton
Nurse Capstick
Platt
Roger Downes
Sam Baker
Sergeant Jacobs
Sir Lionel (The A.B.C. Murders)
Strange
Superintendent Carter
Thora Grey
Tom (The A.B.C. Murders)
Tom Hartigan
Wolf
Danny Danahan
Jake Levitt
Margaret Ryan
Maud (The Actress)
Miss Jones (The Actress)
Olga Stormer
Sir Richard Everard
Adelaide Jefferson
Albert Biggs
Alice (The Body in the Library)
Amanda Hartnell
Arthur Bantry
Basil Blake
Beatrice Henniker
Billy Palk
Bridget (The Body in the Library)
Briggs (The Body in the Library)
Caroline Weatherby
Clara (The Murder at the Vicarage)
Constable Gregg
Conway Jefferson
David Clement
Detective Superintendent Harper
Dinah Lee
Dolly Bantry
Dr Haydock
Dr Metcalf
Edie Chetty
Edwards (The Body in the Library)
Esther (The Body in the Library)
Fletcher (The Body in the Library)
Florence Small
Frank Jefferson
George Bartlett
Hugo McLean
Janet (The Body in the Library)
Jessie Davis (The Body in the Library)
Jessie Golden
Josie Turner
Leonard Clement
Lilian Ridgeway
Lorrimer (The Body in the Library)
Lucinda (The Body in the Library)
Major Bury
Major Reeves
Malcolm (The Body in the Library)
Margaret Jefferson
Mark Gaskell
Martha Price-Ridley
